Solicitation Number,Marketing Agent,Date of Solicitation,Month of Solicitation,Mode of Solicitation,Made Purchase?,Purchase ($),Legacy Customer?
1191,Lydon,Jan-05,Jan,Telephone,NO,,Not Legacy
12433,Nguyen,Apr-27,Apr,Telephone,NO,,Not Legacy
9096,Nguyen,Jan-27,Jan,email,NO,,Not Legacy
3206,Nguyen,Oct-12,Oct,Telephone,YES,"$6,200",Not Legacy
15201,Lydon,Jun-04,Jun,Meeting,NO,,Not Legacy
8321,Lydon,Jul-07,Jul,Meeting,NO,,Not Legacy
4740,Lydon,Jan-09,Jan,Meeting,NO,,Not Legacy
20182,Lydon,Jan-24,Jan,Meeting,NO,,Not Legacy
4032,Shalley,Jul-18,Jul,email,NO,,Not Legacy
273,Lydon,Oct-20,Oct,Meeting,NO,,Not Legacy
7477,Shalley,Nov-28,Nov,email,NO,,Not Legacy
18952,Sanchez,Aug-06,Aug,Meeting,NO,,Not Legacy
22280,Nguyen,May-29,May,Meeting,NO,,Not Legacy
3624,Lydon,Oct-06,Oct,Meeting,NO,,Not Legacy
22962,Sanchez,Jul-31,Jul,Meeting,YES,"$7,200",Legacy
2383,Shalley,May-18,May,Meeting,NO,,Not Legacy
13047,Shalley,Jan-05,Jan,Meeting,NO,,Not Legacy
17974,Shalley,Jul-22,Jul,email,NO,,Not Legacy
735,Lydon,May-26,May,Meeting,NO,,Not Legacy
14111,Nguyen,Sep-14,Sep,Telephone,NO,,Not Legacy
2457,Lydon,Mar-17,Mar,email,NO,,Legacy
938,Shalley,Nov-11,Nov,Meeting,NO,,Not Legacy
21622,Nguyen,Mar-29,Mar,Meeting,NO,,Not Legacy
13008,Shalley,Mar-08,Mar,Telephone,NO,,Not Legacy
21507,Nguyen,Sep-15,Sep,Meeting,NO,,Not Legacy
12417,Nguyen,Aug-31,Aug,Meeting,NO,,Not Legacy
24951,Nguyen,Dec-14,Dec,email,NO,,Not Legacy
1673,Sanchez,May-28,May,email,NO,,Not Legacy
13867,Nguyen,Aug-25,Aug,Telephone,NO,,Not Legacy
596,Nguyen,Apr-30,Apr,Telephone,NO,,Not Legacy
1254,Sanchez,Feb-29,Feb,Meeting,NO,,Not Legacy
9079,Lydon,Sep-24,Sep,Telephone,NO,,Not Legacy
21134,Nguyen,Aug-11,Aug,email,NO,,Not Legacy
15847,Sanchez,Sep-25,Sep,email,NO,,Legacy
2781,Shalley,Jan-23,Jan,Meeting,NO,,Not Legacy
18082,Nguyen,Jul-06,Jul,Meeting,YES,"$1,000",Not Legacy
13764,Lydon,May-13,May,Telephone,NO,,Not Legacy
10726,Lydon,Feb-14,Feb,email,NO,,Not Legacy
22466,Shalley,May-13,May,email,NO,,Not Legacy
10713,Shalley,Jul-09,Jul,Meeting,NO,,Not Legacy
12274,Sanchez,Jan-23,Jan,email,NO,,Legacy
11861,Lydon,Dec-15,Dec,Telephone,NO,,Not Legacy
15738,Shalley,Jan-18,Jan,Telephone,NO,,Not Legacy
10583,Shalley,Apr-28,Apr,email,NO,,Not Legacy
11813,Lydon,Jan-06,Jan,email,NO,,Not Legacy
10741,Nguyen,Apr-21,Apr,Meeting,NO,,Not Legacy
482,Nguyen,Nov-10,Nov,email,YES,"$8,800",Legacy
22080,Nguyen,Dec-06,Dec,email,NO,,Not Legacy
887,Lydon,May-05,May,Telephone,NO,,Not Legacy
11913,Sanchez,Oct-29,Oct,Telephone,NO,,Not Legacy
363,Nguyen,May-14,May,Telephone,NO,,Not Legacy
21288,Nguyen,May-31,May,Telephone,NO,,Not Legacy
2641,Nguyen,Nov-08,Nov,Meeting,YES,"$1,800",Not Legacy
5656,Lydon,Nov-26,Nov,Meeting,NO,,Not Legacy
11975,Shalley,Jul-25,Jul,Telephone,NO,,Not Legacy
23242,Sanchez,Jan-04,Jan,Meeting,NO,,Not Legacy
932,Shalley,Sep-30,Sep,Meeting,YES,"$6,600",Not Legacy
24649,Sanchez,Mar-26,Mar,email,NO,,Not Legacy
7287,Shalley,Apr-02,Apr,email,NO,,Not Legacy
24333,Shalley,May-23,May,email,NO,,Not Legacy
3510,Nguyen,May-04,May,email,NO,,Not Legacy
23569,Shalley,Apr-05,Apr,Meeting,NO,,Legacy
18521,Lydon,Jun-06,Jun,Telephone,NO,,Not Legacy
16158,Nguyen,Jan-12,Jan,Telephone,YES,"$6,800",Not Legacy
16426,Nguyen,Nov-03,Nov,Meeting,NO,,Not Legacy
1414,Sanchez,Mar-02,Mar,Telephone,NO,,Not Legacy
6642,Sanchez,Mar-28,Mar,email,NO,,Not Legacy
23643,Sanchez,Apr-22,Apr,Meeting,NO,,Not Legacy
19033,Nguyen,Jan-22,Jan,Telephone,NO,,Not Legacy
10509,Lydon,Dec-08,Dec,Meeting,YES,"$4,000",Not Legacy
24509,Sanchez,Nov-02,Nov,Meeting,YES,"$2,600",Not Legacy
21530,Lydon,Aug-22,Aug,Meeting,NO,,Not Legacy
9128,Nguyen,Oct-25,Oct,email,NO,,Not Legacy
4360,Lydon,Mar-28,Mar,Meeting,NO,,Not Legacy
24841,Shalley,Oct-18,Oct,Telephone,NO,,Not Legacy
2484,Nguyen,Jul-05,Jul,email,NO,,Not Legacy
8808,Shalley,Oct-23,Oct,Telephone,YES,"$6,400",Not Legacy
20715,Sanchez,Apr-15,Apr,email,NO,,Not Legacy
22755,Sanchez,Mar-06,Mar,Meeting,YES,"$8,200",Not Legacy
1957,Sanchez,Jul-07,Jul,Telephone,NO,,Not Legacy
20906,Shalley,Feb-17,Feb,Meeting,YES,"$4,000",Not Legacy
12035,Lydon,Oct-01,Oct,Meeting,NO,,Not Legacy
24170,Lydon,Apr-22,Apr,Telephone,NO,,Not Legacy
6587,Lydon,Dec-08,Dec,email,NO,,Not Legacy
13522,Nguyen,Nov-24,Nov,email,NO,,Not Legacy
16797,Nguyen,Jan-19,Jan,email,NO,,Not Legacy
7683,Sanchez,Aug-27,Aug,Meeting,YES,$200,Not Legacy
18805,Sanchez,Mar-20,Mar,Meeting,YES,"$9,200",Not Legacy
10325,Sanchez,Dec-28,Dec,Meeting,NO,,Not Legacy
22359,Shalley,Apr-09,Apr,email,NO,,Not Legacy
18035,Lydon,Feb-11,Feb,email,NO,,Not Legacy
2012,Nguyen,Dec-08,Dec,Meeting,YES,"$5,400",Not Legacy
20068,Nguyen,Jul-27,Jul,Meeting,NO,,Not Legacy
19279,Shalley,Mar-03,Mar,email,NO,,Legacy
7743,Lydon,May-15,May,Meeting,YES,"$6,400",Not Legacy
2456,Sanchez,Sep-30,Sep,email,NO,,Not Legacy
8762,Sanchez,Nov-04,Nov,Meeting,NO,,Not Legacy
18487,Lydon,Sep-15,Sep,email,NO,,Not Legacy
7245,Nguyen,Jul-26,Jul,Meeting,NO,,Not Legacy
19750,Sanchez,Feb-18,Feb,email,NO,,Not Legacy
11434,Lydon,Jul-03,Jul,Meeting,NO,,Not Legacy
16827,Nguyen,Nov-23,Nov,Meeting,NO,,Not Legacy
4583,Nguyen,Nov-17,Nov,Telephone,NO,,Not Legacy
2588,Nguyen,Aug-17,Aug,Telephone,NO,,Not Legacy
4561,Sanchez,Nov-21,Nov,email,NO,,Legacy
5235,Shalley,Oct-23,Oct,email,NO,,Not Legacy
7870,Sanchez,May-18,May,Meeting,YES,"$6,400",Not Legacy
12247,Nguyen,Dec-21,Dec,Telephone,NO,,Not Legacy
11028,Shalley,Dec-04,Dec,email,NO,,Not Legacy
11911,Nguyen,Mar-22,Mar,email,NO,,Not Legacy
7480,Shalley,Jun-30,Jun,Telephone,NO,,Not Legacy
12776,Nguyen,Nov-22,Nov,Meeting,NO,,Not Legacy
17220,Shalley,Apr-11,Apr,email,NO,,Not Legacy
20142,Nguyen,Nov-30,Nov,email,NO,,Not Legacy
785,Lydon,Jul-15,Jul,Telephone,NO,,Not Legacy
18032,Nguyen,Nov-10,Nov,Meeting,YES,"$6,000",Legacy
24188,Shalley,Aug-02,Aug,Meeting,NO,,Not Legacy
5304,Shalley,Jan-26,Jan,Meeting,YES,"$5,200",Not Legacy
7380,Lydon,Jul-30,Jul,Telephone,NO,,Not Legacy
21419,Lydon,Jan-21,Jan,email,NO,,Not Legacy
7042,Shalley,Apr-25,Apr,email,NO,,Not Legacy
24368,Lydon,Aug-05,Aug,Telephone,NO,,Not Legacy
8163,Nguyen,Jun-19,Jun,Meeting,NO,,Not Legacy
3481,Nguyen,Oct-21,Oct,email,NO,,Not Legacy
19939,Lydon,Jul-09,Jul,email,NO,,Not Legacy
19013,Sanchez,Aug-08,Aug,Meeting,NO,,Legacy
16838,Nguyen,Aug-23,Aug,Telephone,NO,,Not Legacy
14056,Sanchez,Mar-13,Mar,email,NO,,Not Legacy
14937,Sanchez,Sep-14,Sep,Telephone,NO,,Not Legacy
4884,Lydon,May-27,May,email,NO,,Not Legacy
6318,Shalley,Nov-20,Nov,Meeting,NO,,Not Legacy
78,Lydon,Jan-11,Jan,Telephone,NO,,Not Legacy
3824,Lydon,Dec-18,Dec,Telephone,YES,"$8,400",Not Legacy
2482,Lydon,Aug-29,Aug,email,NO,,Not Legacy
13259,Nguyen,May-17,May,Telephone,NO,,Not Legacy
23779,Shalley,Dec-06,Dec,Telephone,NO,,Not Legacy
13997,Shalley,Nov-01,Nov,email,NO,,Legacy
21557,Sanchez,Jun-04,Jun,Meeting,NO,,Not Legacy
5953,Nguyen,Sep-05,Sep,Meeting,YES,"$7,600",Not Legacy
2989,Nguyen,Nov-23,Nov,Meeting,NO,,Not Legacy
1552,Shalley,Jan-07,Jan,Meeting,NO,,Not Legacy
2326,Sanchez,Jun-19,Jun,Meeting,NO,,Not Legacy
17493,Lydon,Jul-11,Jul,Meeting,YES,"$5,400",Not Legacy
4448,Nguyen,Dec-29,Dec,Meeting,NO,,Not Legacy
16412,Nguyen,Aug-24,Aug,email,NO,,Not Legacy
2434,Shalley,Jul-06,Jul,email,NO,,Not Legacy
786,Sanchez,May-27,May,Meeting,NO,,Not Legacy
2405,Shalley,Jan-31,Jan,email,NO,,Not Legacy
11261,Nguyen,Jul-10,Jul,Meeting,YES,"$7,200",Not Legacy
24480,Lydon,Nov-12,Nov,Telephone,YES,"$1,800",Not Legacy
12562,Nguyen,Aug-09,Aug,email,NO,,Not Legacy
13786,Nguyen,Dec-17,Dec,email,NO,,Not Legacy
2423,Nguyen,May-21,May,Meeting,NO,,Not Legacy
12343,Nguyen,Mar-29,Mar,email,YES,"$9,200",Not Legacy
24375,Shalley,Jun-29,Jun,Meeting,NO,,Not Legacy
7800,Lydon,Aug-06,Aug,Meeting,NO,,Not Legacy
19391,Nguyen,Jun-03,Jun,Meeting,YES,"$3,600",Legacy
6004,Sanchez,Jul-04,Jul,Meeting,NO,,Not Legacy
4945,Sanchez,Apr-16,Apr,Telephone,NO,,Not Legacy
19352,Shalley,Mar-06,Mar,Telephone,NO,,Not Legacy
20527,Lydon,Nov-06,Nov,email,NO,,Not Legacy
22475,Sanchez,Sep-18,Sep,Meeting,NO,,Not Legacy
11155,Nguyen,Dec-09,Dec,Meeting,NO,,Not Legacy
17819,Nguyen,Jul-03,Jul,Meeting,YES,"$1,000",Not Legacy
4480,Sanchez,Sep-06,Sep,email,NO,,Not Legacy
8409,Lydon,Jan-19,Jan,Meeting,YES,"$1,000",Legacy
22119,Sanchez,Jan-26,Jan,email,NO,,Not Legacy
14391,Lydon,Oct-15,Oct,email,NO,,Not Legacy
17046,Sanchez,Feb-13,Feb,Meeting,YES,"$2,000",Legacy
7959,Nguyen,Oct-05,Oct,Meeting,YES,"$3,600",Legacy
8980,Lydon,Jul-22,Jul,Meeting,NO,,Not Legacy
17408,Shalley,Dec-13,Dec,Telephone,NO,,Not Legacy
3643,Shalley,Dec-05,Dec,Meeting,YES,"$9,000",Not Legacy
4994,Lydon,Jun-04,Jun,Meeting,YES,"$5,200",Not Legacy
16977,Lydon,Feb-23,Feb,email,NO,,Not Legacy
5263,Lydon,Oct-05,Oct,Telephone,NO,,Not Legacy
20143,Sanchez,Mar-01,Mar,email,NO,,Not Legacy
3117,Nguyen,Feb-19,Feb,Meeting,NO,,Not Legacy
7494,Lydon,Feb-10,Feb,Meeting,YES,"$1,800",Not Legacy
14860,Sanchez,Nov-07,Nov,Telephone,NO,,Not Legacy
17120,Sanchez,May-01,May,Meeting,YES,"$5,600",Not Legacy
4209,Nguyen,Jan-04,Jan,Telephone,NO,,Not Legacy
9920,Sanchez,Sep-04,Sep,email,NO,,Not Legacy
9126,Nguyen,Apr-24,Apr,Meeting,NO,,Not Legacy
20322,Sanchez,Feb-22,Feb,email,NO,,Not Legacy
17934,Nguyen,Jan-18,Jan,Telephone,NO,,Not Legacy
20017,Sanchez,Feb-09,Feb,email,NO,,Not Legacy
17212,Lydon,Jul-06,Jul,Meeting,YES,"$4,400",Not Legacy
22180,Nguyen,Apr-05,Apr,Meeting,NO,,Legacy
16820,Nguyen,Feb-10,Feb,email,NO,,Not Legacy
17585,Nguyen,Feb-12,Feb,Meeting,NO,,Not Legacy
12730,Sanchez,Sep-16,Sep,email,NO,,Not Legacy
16020,Sanchez,Sep-20,Sep,Meeting,NO,,Not Legacy
422,Lydon,Aug-01,Aug,email,YES,"$6,200",Not Legacy
171,Nguyen,Feb-22,Feb,Meeting,NO,,Not Legacy
10644,Lydon,Nov-30,Nov,Meeting,YES,"$3,400",Not Legacy
3426,Sanchez,Aug-29,Aug,email,NO,,Not Legacy
934,Lydon,Oct-20,Oct,Meeting,NO,,Not Legacy
13360,Sanchez,Mar-19,Mar,email,NO,,Not Legacy
12200,Lydon,Sep-15,Sep,Telephone,NO,,Not Legacy
21487,Shalley,Apr-04,Apr,Meeting,NO,,Not Legacy
19007,Shalley,Jan-06,Jan,Meeting,NO,,Not Legacy
3489,Shalley,Sep-19,Sep,Meeting,YES,"$7,600",Not Legacy
16278,Sanchez,May-02,May,Meeting,YES,$400,Not Legacy
435,Sanchez,Jan-24,Jan,Telephone,NO,,Legacy
149,Sanchez,Jul-25,Jul,Telephone,NO,,Not Legacy
8765,Lydon,Sep-03,Sep,Telephone,NO,,Legacy
16651,Shalley,Dec-19,Dec,Meeting,NO,,Not Legacy
17289,Lydon,Nov-20,Nov,email,NO,,Not Legacy
13763,Sanchez,Aug-19,Aug,Telephone,NO,,Not Legacy
19676,Nguyen,Feb-18,Feb,email,NO,,Not Legacy
5054,Nguyen,Sep-07,Sep,Meeting,YES,"$6,000",Not Legacy
10232,Shalley,Feb-29,Feb,email,NO,,Not Legacy
15919,Lydon,Dec-12,Dec,Meeting,NO,,Not Legacy
11628,Nguyen,Feb-14,Feb,email,NO,,Not Legacy
24735,Shalley,Feb-14,Feb,email,NO,,Not Legacy
9982,Shalley,Dec-13,Dec,email,NO,,Legacy
15325,Nguyen,Jun-12,Jun,Telephone,NO,,Not Legacy
19323,Nguyen,Nov-28,Nov,Meeting,NO,,Not Legacy
5028,Shalley,May-23,May,Telephone,NO,,Not Legacy
24320,Shalley,Nov-23,Nov,Meeting,YES,"$5,800",Legacy
4496,Shalley,Jun-09,Jun,Telephone,YES,"$1,800",Not Legacy
16540,Sanchez,Nov-06,Nov,email,NO,,Not Legacy
13285,Sanchez,Feb-27,Feb,email,NO,,Not Legacy
12566,Sanchez,Feb-05,Feb,email,NO,,Not Legacy
2059,Lydon,Apr-28,Apr,email,NO,,Not Legacy
3038,Sanchez,Dec-22,Dec,Meeting,NO,,Not Legacy
12109,Sanchez,Aug-03,Aug,Meeting,NO,,Not Legacy
4838,Sanchez,May-19,May,email,NO,,Legacy
1615,Nguyen,May-14,May,Meeting,YES,"$3,400",Not Legacy
7948,Nguyen,Apr-05,Apr,Meeting,NO,,Not Legacy
15552,Lydon,Aug-13,Aug,email,NO,,Not Legacy
18276,Nguyen,Apr-10,Apr,Meeting,NO,,Not Legacy
7345,Shalley,Mar-01,Mar,Telephone,YES,"$10,000",Legacy
19215,Sanchez,Apr-16,Apr,Meeting,YES,"$1,800",Not Legacy
2077,Shalley,May-26,May,Meeting,NO,,Not Legacy
5011,Lydon,Apr-17,Apr,Meeting,NO,,Not Legacy
